Dataset name: Derived Data; Frequency: Daily; Reference area: United States; Derived data economic concept: Exchange rate USD against EUR; Derived data transformation: Level; Derived data suffix: BIS
,DD.D.US.USD_EUR.LEV.5B
,"United States, Exchange rate USD against EUR, Level - BIS"
Collection:,Average of observations through period (A)
Period\Unit:,[US dollar ]
1983-12-06,0.8271
1983-12-05,0.8290
1983-12-02,0.8363
1983-12-01,0.8384
1983-11-30,0.8384
1983-11-29,0.8315
1983-11-28,0.8354
1983-11-25,0.8338
1983-11-24,0.8362
1983-11-23,0.8401
1983-11-22,0.8388
1983-11-21,0.8371
1983-11-18,0.8399
1983-11-17,0.8419
1983-11-16,0.8468
1983-11-15,0.8456
1983-11-14,0.8499
1983-11-11,0.8489
1983-11-10,0.8492
1983-11-09,0.8460
1983-11-08,0.8451
1983-11-07,0.8448
1983-11-04,0.8490
1983-11-03,0.8544
1983-11-02,0.8525
1983-11-01,0.8535
1983-10-31,0.8590
1983-10-28,0.8623
1983-10-27,0.8603
1983-10-26,0.8627
1983-10-25,0.8662
1983-10-24,0.8633
1983-10-21,0.8714
1983-10-20,0.8687
1983-10-19,0.8683
1983-10-18,0.8710
1983-10-17,0.8680
1983-10-14,0.8606
1983-10-13,0.8663
1983-10-12,0.8636
1983-10-11,0.8721
1983-10-10,0.8733
1983-10-07,0.8731
1983-10-06,0.8708
1983-10-05,0.8660
1983-10-04,0.8572
1983-10-03,0.8609
1983-09-30,0.8594
1983-09-29,0.8554
1983-09-28,0.8582
1983-09-27,0.8546
1983-09-26,0.8577
1983-09-23,0.8525
1983-09-22,0.8518
1983-09-21,0.8529
1983-09-20,0.8544
1983-09-19,0.8526
1983-09-16,0.8499
1983-09-15,0.8473
1983-09-14,0.8479
1983-09-13,0.8494
1983-09-12,0.8564
1983-09-09,0.8519
1983-09-08,0.8489
1983-09-07,0.8457
1983-09-06,0.8519
1983-09-05,0.8489
1983-09-02,0.8438
1983-09-01,0.8476
1983-08-31,0.8426
1983-08-30,0.8469
1983-08-29,0.8487
1983-08-26,0.8555
1983-08-25,0.8623
1983-08-24,0.8618
1983-08-23,0.8699
1983-08-22,0.8637
1983-08-19,0.8585
1983-08-18,0.8657
1983-08-17,0.8605
1983-08-16,0.8516
1983-08-15,0.8422
1983-08-12,0.8364
1983-08-11,0.8334
1983-08-10,0.8399
1983-08-09,0.8481
1983-08-08,0.8450
1983-08-05,0.8457
1983-08-04,0.8566
1983-08-03,0.8562
1983-08-02,0.8573
1983-08-01,0.8556
1983-07-29,0.8622
1983-07-28,0.8683
1983-07-27,0.8691
1983-07-26,0.8754
1983-07-25,0.8712
1983-07-22,0.8787
1983-07-21,0.8850
1983-07-20,0.8820
1983-07-19,0.8766
1983-07-18,0.8777
1983-07-15,0.8751
1983-07-14,0.8815
1983-07-13,0.8782
1983-07-12,0.8782
1983-07-11,0.8805
1983-07-08,0.8834
1983-07-07,0.8857
1983-07-06,0.8854
1983-07-05,0.8848
1983-07-04,0.8887
1983-07-01,0.8942
1983-06-30,0.8918
1983-06-29,0.8921
1983-06-28,0.8898
1983-06-27,0.9011
1983-06-24,0.8987
1983-06-23,0.8979
1983-06-22,0.8983
1983-06-21,0.8888
1983-06-20,0.8899
1983-06-17,0.8920
1983-06-16,0.8893
1983-06-15,0.8824
1983-06-14,0.8867
1983-06-13,0.8948
1983-06-10,0.8928
1983-06-09,0.8934
1983-06-08,0.8863
1983-06-07,0.8890
1983-06-06,0.8895
1983-06-03,0.8946
1983-06-02,0.8968
1983-06-01,0.8961
1983-05-31,0.9060
1983-05-30,0.9074
1983-05-27,0.9083
1983-05-26,0.9132
1983-05-25,0.9138
1983-05-24,0.9126
1983-05-20,0.9151
1983-05-19,0.9155
1983-05-18,0.9200
1983-05-17,0.9166
1983-05-16,0.9196
1983-05-13,0.9234
1983-05-11,0.9270
1983-05-10,0.9242
1983-05-09,0.9297
1983-05-06,0.9252
1983-05-05,0.9268
1983-05-04,0.9262
1983-05-03,0.9229
1983-05-02,0.9195
1983-04-29,0.9211
1983-04-28,0.9179
1983-04-27,0.9234
1983-04-26,0.9234
1983-04-25,0.9272
1983-04-22,0.9226
1983-04-21,0.9211
1983-04-20,0.9189
1983-04-19,0.9231
1983-04-18,0.9224
1983-04-15,0.9259
1983-04-14,0.9240
1983-04-13,0.9296
1983-04-12,0.9302
1983-04-11,0.9294
1983-04-08,0.9272
1983-04-07,0.9314
1983-04-06,0.9327
1983-04-05,0.9267
1983-03-31,0.9238
1983-03-30,0.9237
1983-03-29,0.9201
1983-03-28,0.9204
1983-03-25,0.9251
1983-03-24,0.9285
1983-03-23,0.9216
1983-03-22,0.9321
1983-03-18,0.9424
1983-03-17,0.9508
1983-03-16,0.9486
1983-03-15,0.9579
1983-03-14,0.9488
1983-03-11,0.9457
1983-03-10,0.9464
1983-03-09,0.9439
1983-03-08,0.9481
1983-03-07,0.9499
1983-03-04,0.9459
1983-03-03,0.9418
1983-03-02,0.9406
1983-03-01,0.9381
1983-02-28,0.9441
1983-02-25,0.9465
1983-02-24,0.9456
1983-02-23,0.9392
1983-02-22,0.9540
1983-02-21,0.9557
1983-02-18,0.9521
1983-02-17,0.9575
1983-02-16,0.9498
1983-02-15,0.9548
1983-02-14,0.9461
1983-02-11,0.9523
1983-02-10,0.9498
1983-02-09,0.9450
1983-02-08,0.9430
1983-02-07,0.9295
1983-02-04,0.9264
1983-02-03,0.9307
1983-02-02,0.9271
1983-02-01,0.9299
1983-01-31,0.9379
1983-01-28,0.9421
1983-01-27,0.9403
1983-01-26,0.9526
1983-01-25,0.9432
1983-01-24,0.9302
1983-01-21,0.9494
1983-01-20,0.9524
1983-01-19,0.9520
1983-01-18,0.9618
1983-01-17,0.9730
1983-01-14,0.9710
1983-01-13,0.9770
1983-01-12,0.9743
1983-01-11,0.9770
1983-01-10,0.9831
1983-01-07,0.9773
1983-01-06,0.9786
1983-01-05,0.9795
1983-01-04,0.9758
1983-01-03,0.9689
1982-12-31,0.9677
1982-12-30,0.9701
1982-12-29,0.9708
1982-12-28,0.9716
1982-12-27,0.9664
1982-12-23,0.9589
1982-12-22,0.9595
1982-12-21,0.9586
1982-12-20,0.9545
1982-12-17,0.9563
1982-12-16,0.9533
1982-12-15,0.9442
1982-12-14,0.9467
1982-12-13,0.9368
1982-12-10,0.9449
1982-12-09,0.9453
1982-12-08,0.9483
1982-12-07,0.9579
1982-12-06,0.9555
1982-12-03,0.9495
1982-12-02,0.9398
1982-12-01,0.9434
1982-11-30,0.9339
1982-11-29,0.9309
1982-11-26,0.9184
1982-11-25,0.9215
1982-11-24,0.9175
1982-11-23,0.9113
1982-11-22,0.9173
1982-11-19,0.9161
1982-11-18,0.9095
1982-11-17,0.9107
1982-11-16,0.9095
1982-11-15,0.9059
1982-11-12,0.9073
1982-11-11,0.9082
1982-11-10,0.9150
1982-11-09,0.9092
1982-11-08,0.9083
1982-11-05,0.9141
1982-11-04,0.9141
1982-11-03,0.9216
1982-11-02,0.9239
1982-11-01,0.9205
1982-10-29,0.9178
1982-10-28,0.9209
1982-10-27,0.9266
1982-10-26,0.9253
1982-10-25,0.9225
1982-10-22,0.9307
1982-10-21,0.9300
1982-10-20,0.9313
1982-10-19,0.9359
1982-10-18,0.9363
1982-10-15,0.9335
1982-10-14,0.9353
1982-10-13,0.9380
1982-10-12,0.9446
1982-10-11,0.9406
1982-10-08,0.9350
1982-10-07,0.9309
1982-10-06,0.9250
1982-10-05,0.9230
1982-10-04,0.9237
1982-10-01,0.9320
1982-09-30,0.9306
1982-09-29,0.9321
1982-09-28,0.9278
1982-09-27,0.9306
1982-09-24,0.9358
1982-09-23,0.9396
1982-09-22,0.9433
1982-09-21,0.9400
1982-09-20,0.9438
1982-09-17,0.9404
1982-09-16,0.9370
1982-09-15,0.9428
1982-09-14,0.9382
1982-09-13,0.9341
1982-09-10,0.9395
1982-09-09,0.9457
1982-09-08,0.9466
1982-09-07,0.9529
1982-09-06,0.9487
1982-09-03,0.9563
1982-09-02,0.9560
1982-09-01,0.9466
1982-08-31,0.9435
1982-08-30,0.9481
1982-08-27,0.9576
1982-08-26,0.9661
1982-08-25,0.9713
1982-08-24,0.9689
1982-08-23,0.9586
1982-08-20,0.9595
1982-08-19,0.9479
1982-08-18,0.9543
1982-08-17,0.9367
1982-08-16,0.9376
1982-08-13,0.9451
1982-08-12,0.9381
1982-08-11,0.9359
1982-08-10,0.9484
1982-08-09,0.9340
1982-08-06,0.9430
1982-08-05,0.9547
1982-08-04,0.9542
1982-08-03,0.9718
1982-08-02,0.9707
1982-07-30,0.9615
1982-07-29,0.9604
1982-07-28,0.9663
1982-07-27,0.9715
1982-07-26,0.9794
1982-07-23,0.9813
1982-07-22,0.9683
1982-07-21,0.9683
1982-07-20,0.9588
1982-07-19,0.9595
1982-07-16,0.9476
1982-07-15,0.9470
1982-07-14,0.9476
1982-07-13,0.9534
1982-07-12,0.9594
1982-07-09,0.9478
1982-07-08,0.9428
1982-07-07,0.9402
1982-07-06,0.9536
1982-07-05,0.9558
1982-07-02,0.9582
1982-07-01,0.9589
1982-06-30,0.9598
1982-06-29,0.9555
1982-06-28,0.9478
1982-06-25,0.9490
1982-06-24,0.9608
1982-06-23,0.9518
1982-06-22,0.9594
1982-06-21,0.9510
1982-06-18,0.9625
1982-06-17,0.9649
1982-06-16,0.9710
1982-06-15,0.9723
1982-06-14,0.9785
1982-06-11,0.9993
1982-06-10,0.9937
1982-06-09,0.9916
1982-06-08,1.0041
1982-06-07,1.0039
1982-06-04,1.0146
1982-06-03,1.0108
1982-06-02,1.0033
1982-06-01,1.0098
1982-05-28,1.0179
1982-05-27,1.0228
1982-05-26,1.0301
1982-05-25,1.0324
1982-05-24,1.0371
1982-05-21,1.0349
1982-05-19,1.0284
1982-05-18,1.0273
1982-05-17,1.0418
1982-05-14,1.0305
1982-05-13,1.0405
1982-05-12,1.0466
1982-05-11,1.0467
1982-05-10,1.0442
1982-05-07,1.0406
1982-05-06,1.0341
1982-05-05,1.0268
1982-05-04,1.0215
1982-05-03,1.0275
1982-04-30,1.0219
1982-04-29,1.0126
1982-04-28,1.0139
1982-04-27,1.0061
1982-04-26,1.0068
1982-04-23,0.9969
1982-04-22,0.9976
1982-04-21,0.9985
1982-04-20,0.9979
1982-04-19,0.9910
1982-04-16,0.9868
1982-04-15,0.9881
1982-04-14,0.9919
1982-04-13,0.9913
1982-04-08,0.9889
1982-04-07,0.9936
1982-04-06,0.9910
1982-04-05,0.9950
1982-04-02,1.0004
1982-04-01,0.9962
1982-03-31,0.9952
1982-03-30,0.9934
1982-03-29,0.9939
1982-03-26,0.9994
1982-03-25,1.0029
1982-03-24,1.0092
1982-03-23,1.0013
1982-03-22,1.0056
1982-03-19,1.0057
1982-03-18,1.0141
1982-03-17,1.0149
1982-03-16,1.0154
1982-03-15,1.0196
1982-03-12,1.0155
1982-03-11,1.0222
1982-03-10,1.0211
1982-03-09,1.0234
1982-03-08,1.0316
1982-03-05,1.0314
1982-03-04,1.0222
1982-03-03,1.0203
1982-03-02,1.0203
1982-03-01,1.0165
1982-02-26,1.0170
1982-02-25,1.0218
1982-02-24,1.0264
1982-02-23,1.0285
1982-02-22,1.0332
1982-02-19,1.0350
1982-02-18,1.0288
1982-02-17,1.0268
1982-02-16,1.0213
1982-02-15,1.0220
1982-02-12,1.0259
1982-02-11,1.0360
1982-02-10,1.0348
1982-02-09,1.0334
1982-02-08,1.0420
1982-02-05,1.0464
1982-02-04,1.0411
1982-02-03,1.0475
1982-02-02,1.0406
1982-02-01,1.0441
1982-01-29,1.0593
1982-01-28,1.0513
1982-01-27,1.0600
1982-01-26,1.0472
1982-01-25,1.0476
1982-01-22,1.0609
1982-01-21,1.0618
1982-01-20,1.0611
1982-01-19,1.0687
1982-01-18,1.0581
1982-01-15,1.0634
1982-01-14,1.0597
1982-01-13,1.0702
1982-01-12,1.0670
1982-01-11,1.0747
1982-01-08,1.0811
1982-01-07,1.0809
1982-01-06,1.0881
1982-01-05,1.0839
1982-01-04,1.0960
1981-12-31,1.0852
1981-12-30,1.0798
1981-12-29,1.0771
1981-12-28,1.0785
1981-12-23,1.0737
1981-12-22,1.0767
1981-12-21,1.0723
1981-12-18,1.0684
1981-12-17,1.0780
1981-12-16,1.0761
1981-12-15,1.0774
1981-12-14,1.0629
1981-12-11,1.0778
1981-12-10,1.0855
1981-12-09,1.0916
1981-12-08,1.0876
1981-12-07,1.0996
1981-12-04,1.1035
1981-12-03,1.0994
1981-12-02,1.0980
1981-12-01,1.1055
1981-11-30,1.1145
1981-11-27,1.1023
1981-11-26,1.1022
1981-11-25,1.1019
1981-11-24,1.0949
1981-11-23,1.0832
1981-11-20,1.0903
1981-11-19,1.0994
1981-11-18,1.0885
1981-11-17,1.0910
1981-11-16,1.0953
1981-11-13,1.1047
1981-11-12,1.1036
1981-11-11,1.1015
1981-11-10,1.0980
1981-11-09,1.1058
1981-11-06,1.0948
1981-11-05,1.0987
1981-11-04,1.1027
1981-11-03,1.0968
1981-11-02,1.0999
1981-10-30,1.0836
1981-10-29,1.0694
1981-10-28,1.0627
1981-10-27,1.0608
1981-10-26,1.0530
1981-10-23,1.0716
1981-10-22,1.0702
1981-10-21,1.0792
1981-10-20,1.0923
1981-10-19,1.0894
1981-10-16,1.0885
1981-10-15,1.1042
1981-10-14,1.0921
1981-10-13,1.1070
1981-10-12,1.1134
1981-10-09,1.1178
1981-10-08,1.0968
1981-10-07,1.1005
1981-10-06,1.0895
1981-10-05,1.0918
1981-10-02,1.0847
1981-10-01,1.0691
1981-09-30,1.0668
1981-09-29,1.0734
1981-09-28,1.0553
1981-09-25,1.0633
1981-09-24,1.0645
1981-09-23,1.0860
1981-09-22,1.0906
1981-09-21,1.1068
1981-09-18,1.0934
1981-09-17,1.0922
1981-09-16,1.0706
1981-09-15,1.0571
1981-09-14,1.0483
1981-09-11,1.0390
1981-09-10,1.0327
1981-09-09,1.0263
1981-09-08,1.0344
1981-09-07,1.0311
1981-09-04,1.0349
1981-09-03,1.0345
1981-09-02,1.0300
1981-09-01,1.0252
1981-08-31,1.0330
1981-08-28,1.0223
1981-08-27,1.0168
1981-08-26,1.0124
1981-08-25,1.0042
1981-08-24,1.0303
1981-08-21,1.0287
1981-08-20,1.0164
1981-08-19,1.0085
1981-08-18,1.0197
1981-08-17,0.9980
1981-08-14,0.9983
1981-08-13,1.0039
1981-08-12,0.9926
1981-08-11,0.9803
1981-08-10,0.9776
1981-08-07,0.9920
1981-08-06,0.9990
1981-08-05,1.0032
1981-08-04,1.0007
1981-08-03,1.0080
1981-07-31,1.0230
1981-07-30,1.0206
1981-07-29,1.0310
1981-07-28,1.0307
1981-07-27,1.0399
1981-07-24,1.0302
1981-07-23,1.0312
1981-07-22,1.0273
1981-07-21,1.0228
1981-07-20,1.0326
1981-07-17,1.0379
1981-07-16,1.0419
1981-07-15,1.0377
1981-07-14,1.0290
1981-07-13,1.0413
1981-07-10,1.0309
1981-07-09,1.0288
1981-07-08,1.0274
1981-07-07,1.0374
1981-07-06,1.0325
1981-07-03,1.0443
1981-07-02,1.0447
1981-07-01,1.0482
1981-06-30,1.0545
1981-06-29,1.0587
1981-06-26,1.0525
1981-06-25,1.0636
1981-06-24,1.0673
1981-06-23,1.0726
1981-06-22,1.0693
1981-06-19,1.0591
1981-06-18,1.0702
1981-06-17,1.0817
1981-06-16,1.0823
1981-06-15,1.0695
1981-06-12,1.0556
1981-06-11,1.0561
1981-06-10,1.0640
1981-06-09,1.0570
1981-06-05,1.0452
1981-06-04,1.0593
1981-06-03,1.0766
1981-06-02,1.0750
1981-06-01,1.0937
1981-05-29,1.0938
1981-05-27,1.0850
1981-05-26,1.0889
1981-05-25,1.0957
1981-05-22,1.0925
1981-05-21,1.0955
1981-05-20,1.1061
1981-05-19,1.1035
1981-05-18,1.1073
1981-05-15,1.1027
1981-05-14,1.0970
1981-05-13,1.1083
1981-05-12,1.1069
1981-05-11,1.1162
1981-05-08,1.1296
1981-05-07,1.1176
1981-05-06,1.1310
1981-05-05,1.1197
1981-05-04,1.1326
1981-04-30,1.1481
1981-04-29,1.1499
1981-04-28,1.1590
1981-04-27,1.1665
1981-04-24,1.1650
1981-04-23,1.1695
1981-04-22,1.1683
1981-04-21,1.1630
1981-04-16,1.1603
1981-04-15,1.1672
1981-04-14,1.1727
1981-04-13,1.1680
1981-04-10,1.1816
1981-04-09,1.1846
1981-04-08,1.1949
1981-04-07,1.1807
1981-04-06,1.1819
1981-04-03,1.1916
1981-04-02,1.2081
1981-04-01,1.2105
1981-03-31,1.2097
1981-03-30,1.1986
1981-03-27,1.1939
1981-03-26,1.2121
1981-03-25,1.2171
1981-03-24,1.2152
1981-03-23,1.2132
1981-03-20,1.2296
1981-03-19,1.2357
1981-03-18,1.2307
1981-03-17,1.2212
1981-03-16,1.2116
1981-03-13,1.2037
1981-03-12,1.2030
1981-03-11,1.2007
1981-03-10,1.2032
1981-03-09,1.1924
1981-03-06,1.1859
1981-03-05,1.1890
1981-03-04,1.2013
1981-03-03,1.1760
1981-03-02,1.1833
1981-02-27,1.1939
1981-02-26,1.2035
1981-02-25,1.2123
1981-02-24,1.2159
1981-02-23,1.2203
1981-02-20,1.2340
1981-02-19,1.2043
1981-02-18,1.1947
1981-02-17,1.1810
1981-02-16,1.1565
1981-02-13,1.1851
1981-02-12,1.1978
1981-02-11,1.2087
1981-02-10,1.2102
1981-02-09,1.2161
1981-02-06,1.2128
1981-02-05,1.2215
1981-02-04,1.2222
1981-02-03,1.2099
1981-02-02,1.2326
1981-01-30,1.2297
1981-01-29,1.2420
1981-01-28,1.2487
1981-01-27,1.2629
1981-01-26,1.2617
1981-01-23,1.2758
1981-01-22,1.2802
1981-01-21,1.2961
1981-01-20,1.2870
1981-01-19,1.2882
1981-01-16,1.2786
1981-01-15,1.2900
1981-01-14,1.2922
1981-01-13,1.2905
1981-01-12,1.3026
1981-01-09,1.3070
1981-01-08,1.3094
1981-01-07,1.3219
1981-01-06,1.3317
1981-01-05,1.3150
1981-01-02,1.2995
1980-12-31,1.3096
1980-12-30,1.3164
1980-12-29,1.3071
1980-12-23,1.3179
1980-12-22,1.2994
1980-12-19,1.2885
1980-12-18,1.2864
1980-12-17,1.2789
1980-12-16,1.2738
1980-12-15,1.2984
1980-12-12,1.2799
1980-12-11,1.2664
1980-12-10,1.2862
1980-12-09,1.2960
1980-12-08,1.3064
1980-12-05,1.3072
1980-12-04,1.3164
1980-12-03,1.3167
1980-12-02,1.3185
1980-12-01,1.3145
1980-11-28,1.3264
1980-11-27,1.3260
1980-11-26,1.3318
1980-11-25,1.3344
1980-11-24,1.3313
1980-11-21,1.3282
1980-11-20,1.3396
1980-11-19,1.3434
1980-11-18,1.3291
1980-11-17,1.3298
1980-11-14,1.3451
1980-11-13,1.3531
1980-11-12,1.3448
1980-11-11,1.3552
1980-11-10,1.3262
1980-11-07,1.3186
1980-11-06,1.3298
1980-11-05,1.3306
1980-11-04,1.3417
1980-11-03,1.3416
1980-10-31,1.3472
1980-10-30,1.3598
1980-10-29,1.3560
1980-10-28,1.3538
1980-10-27,1.3651
1980-10-24,1.3711
1980-10-23,1.3750
1980-10-22,1.3692
1980-10-21,1.3727
1980-10-20,1.3801
1980-10-17,1.3880
1980-10-16,1.3912
1980-10-15,1.3898
1980-10-14,1.3997
1980-10-13,1.4048
1980-10-10,1.4065
1980-10-09,1.4030
1980-10-08,1.4051
1980-10-07,1.4041
1980-10-06,1.4087
1980-10-03,1.3999
1980-10-02,1.4016
1980-10-01,1.4055
1980-09-30,1.3999
1980-09-29,1.3979
1980-09-26,1.4040
1980-09-25,1.4095
1980-09-24,1.4057
1980-09-23,1.4010
1980-09-22,1.4076
1980-09-19,1.4063
1980-09-18,1.4144
1980-09-17,1.4190
1980-09-16,1.4166
1980-09-15,1.4180
1980-09-12,1.4212
1980-09-11,1.4242
1980-09-10,1.4218
1980-09-09,1.4254
1980-09-08,1.4240
1980-09-05,1.4207
1980-09-04,1.4263
1980-09-03,1.4216
1980-09-02,1.4217
1980-09-01,1.4164
1980-08-29,1.4109
1980-08-28,1.4120
1980-08-27,1.4052
1980-08-26,1.4026
1980-08-25,1.4033
1980-08-22,1.4017
1980-08-21,1.4061
1980-08-20,1.4093
1980-08-19,1.4062
1980-08-18,1.4064
1980-08-15,1.4177
1980-08-14,1.4178
1980-08-13,1.4245
1980-08-12,1.4165
1980-08-11,1.4168
1980-08-08,1.4171
1980-08-07,1.4221
1980-08-06,1.4279
1980-08-05,1.4208
1980-08-04,1.4180
1980-08-01,1.4106
1980-07-31,1.4174
1980-07-30,1.4302
1980-07-29,1.4378
1980-07-28,1.4484
1980-07-25,1.4499
1980-07-24,1.4494
1980-07-23,1.4471
1980-07-22,1.4488
1980-07-21,1.4462
1980-07-18,1.4430
1980-07-17,1.4478
1980-07-16,1.4425
1980-07-15,1.4392
1980-07-14,1.4429
1980-07-11,1.4430
1980-07-10,1.4465
1980-07-09,1.4476
1980-07-08,1.4479
1980-07-07,1.4395
1980-07-04,1.4348
1980-07-03,1.4296
1980-07-02,1.4297
1980-07-01,1.4274
1980-06-30,1.4301
1980-06-27,1.4254
1980-06-26,1.4240
1980-06-25,1.4223
1980-06-24,1.4227
1980-06-23,1.4249
1980-06-20,1.4232
1980-06-19,1.4209
1980-06-18,1.4246
1980-06-17,1.4207
1980-06-16,1.4256
1980-06-13,1.4324
1980-06-12,1.4236
1980-06-11,1.4245
1980-06-10,1.4233
1980-06-09,1.4267
1980-06-06,1.4189
1980-06-05,1.4192
1980-06-04,1.4137
1980-06-03,1.4160
1980-06-02,1.4214
1980-05-30,1.4096
1980-05-29,1.4198
1980-05-28,1.4208
1980-05-27,1.4253
1980-05-23,1.4110
1980-05-22,1.4084
1980-05-21,1.4041
1980-05-20,1.3937
1980-05-19,1.3972
1980-05-16,1.3952
1980-05-14,1.3994
1980-05-13,1.4034
1980-05-12,1.3942
1980-05-09,1.3895
1980-05-08,1.3973
1980-05-07,1.4038
1980-05-06,1.3993
1980-05-05,1.3875
1980-05-02,1.3838
1980-04-30,1.3913
1980-04-29,1.3932
1980-04-28,1.3983
1980-04-25,1.3874
1980-04-24,1.3841
1980-04-23,1.3704
1980-04-22,1.3529
1980-04-21,1.3604
1980-04-18,1.3581
1980-04-17,1.3589
1980-04-16,1.3335
1980-04-15,1.3358
1980-04-14,1.3441
1980-04-11,1.3373
1980-04-10,1.3378
1980-04-09,1.3375
1980-04-08,1.2879
1980-04-03,1.2952
1980-04-02,1.2921
1980-04-01,1.2813
1980-03-31,1.3029
1980-03-28,1.3098
1980-03-27,1.3171
1980-03-26,1.3322
1980-03-25,1.3316
1980-03-24,1.3317
1980-03-21,1.3389
1980-03-20,1.3472
1980-03-19,1.3429
1980-03-18,1.3375
1980-03-17,1.3421
1980-03-14,1.3622
1980-03-13,1.3784
1980-03-12,1.3876
1980-03-11,1.3831
1980-03-10,1.3851
1980-03-07,1.3897
1980-03-06,1.3926
1980-03-05,1.3965
1980-03-04,1.4013
1980-03-03,1.4051
1980-02-29,1.4119
1980-02-28,1.4220
1980-02-27,1.4164
1980-02-26,1.4196
1980-02-25,1.4194
1980-02-22,1.4215
1980-02-21,1.4311
1980-02-20,1.4303
1980-02-19,1.4300
1980-02-18,1.4358
1980-02-15,1.4380
1980-02-14,1.4422
1980-02-13,1.4397
1980-02-12,1.4366
1980-02-11,1.4383
1980-02-08,1.4343
1980-02-07,1.4397
1980-02-06,1.4389
1980-02-05,1.4332
1980-02-04,1.4294
1980-02-01,1.4302
1980-01-31,1.4337
1980-01-30,1.4367
1980-01-29,1.4344
1980-01-28,1.4362
1980-01-25,1.4392
1980-01-24,1.4409
1980-01-23,1.4395
1980-01-22,1.4391
1980-01-21,1.4437
1980-01-18,1.4454
1980-01-17,1.4432
1980-01-16,1.4403
1980-01-15,1.4489
1980-01-14,1.4476
1980-01-11,1.4465
1980-01-10,1.4489
1980-01-09,1.4512
1980-01-08,1.4456
1980-01-07,1.4500
1980-01-04,1.4470
1980-01-03,1.4530
1980-01-02,1.4469
1979-12-31,1.4384
1979-12-28,1.4429
1979-12-27,1.4419
1979-12-21,1.4262
1979-12-20,1.4319
1979-12-19,1.4318
1979-12-18,1.4345
1979-12-17,1.4294
1979-12-14,1.4256
1979-12-13,1.4293
1979-12-12,1.4304
1979-12-11,1.4228
1979-12-10,1.4153
1979-12-07,1.4113
1979-12-06,1.4242
1979-12-05,1.4199
1979-12-04,1.4296
1979-12-03,1.4444
1979-11-30,1.4281
1979-11-29,1.4205
1979-11-28,1.4177
1979-11-27,1.4199
1979-11-26,1.4110
1979-11-23,1.4082
1979-11-22,1.4109
1979-11-21,1.4137
1979-11-20,1.4039
1979-11-19,1.4082
1979-11-16,1.3938
1979-11-15,1.3923
1979-11-14,1.3861
1979-11-13,1.3815
1979-11-12,1.3800
1979-11-09,1.3813
1979-11-08,1.3847
1979-11-07,1.3870
1979-11-06,1.3806
1979-11-05,1.3821
1979-11-02,1.3767
1979-11-01,1.3774
1979-10-31,1.3748
1979-10-30,1.3721
1979-10-29,1.3737
1979-10-26,1.3786
1979-10-25,1.3814
1979-10-24,1.3810
1979-10-23,1.3789
1979-10-22,1.3864
1979-10-19,1.3870
1979-10-18,1.3856
1979-10-17,1.3879
1979-10-16,1.3867
1979-10-15,1.3887
1979-10-12,1.3891
1979-10-11,1.3980
1979-10-10,1.3969
1979-10-09,1.3799
1979-10-08,1.3897
1979-10-05,1.4136
1979-10-04,1.4098
1979-10-03,1.4199
1979-10-02,1.4252
1979-10-01,1.4313
1979-09-28,1.4277
1979-09-27,1.4275
1979-09-26,1.4090
1979-09-25,1.4079
1979-09-24,1.4111
1979-09-21,1.4094
1979-09-20,1.4060
1979-09-19,1.3867
1979-09-18,1.3860
1979-09-17,1.3835
1979-09-14,1.3855
1979-09-13,1.3911
1979-09-12,1.3917
1979-09-11,1.3935
1979-09-10,1.3982
1979-09-07,1.3940
1979-09-06,1.3933
1979-09-05,1.3879
1979-09-04,1.3854
1979-09-03,1.3862
1979-08-31,1.3848
1979-08-30,1.3875
1979-08-29,1.3829
1979-08-28,1.3822
1979-08-27,1.3818
1979-08-24,1.3823
1979-08-23,1.3819
1979-08-22,1.3801
1979-08-21,1.3792
1979-08-20,1.3787
1979-08-17,1.3797
1979-08-16,1.3807
1979-08-15,1.3838
1979-08-14,1.3787
1979-08-13,1.3882
1979-08-10,1.3897
1979-08-09,1.3848
1979-08-08,1.3804
1979-08-07,1.3826
1979-08-06,1.3848
1979-08-03,1.3851
1979-08-02,1.3878
1979-08-01,1.3844
1979-07-31,1.3818
1979-07-30,1.3932
1979-07-27,1.3967
1979-07-26,1.3963
1979-07-25,1.3995
1979-07-24,1.4049
1979-07-23,1.3997
1979-07-20,1.3974
1979-07-19,1.4034
1979-07-18,1.4035
1979-07-17,1.3943
1979-07-16,1.3867
1979-07-13,1.3786
1979-07-12,1.3809
1979-07-11,1.3828
1979-07-10,1.3737
1979-07-09,1.3711
1979-07-06,1.3790
1979-07-05,1.3828
1979-07-04,1.3765
1979-07-03,1.3684
1979-07-02,1.3709
1979-06-29,1.3645
1979-06-28,1.3662
1979-06-27,1.3635
1979-06-26,1.3564
1979-06-25,1.3676
1979-06-22,1.3580
1979-06-21,1.3551
1979-06-20,1.3516
1979-06-19,1.3414
1979-06-18,1.3329
1979-06-15,1.3309
1979-06-14,1.3230
1979-06-13,1.3218
1979-06-12,1.3170
1979-06-11,1.3180
1979-06-08,1.3180
1979-06-07,1.3168
1979-06-06,1.3169
1979-06-05,1.3209
1979-06-01,1.3163
1979-05-31,1.3196
1979-05-30,1.3135
1979-05-29,1.3119
1979-05-28,1.3135
1979-05-25,1.3159
1979-05-23,1.3124
1979-05-22,1.3137
