Dataset name: Derived Data; Frequency: Daily; Reference area: United States; Derived data economic concept: Exchange rate USD against EUR; Derived data transformation: Level; Derived data suffix: BIS
,DD.D.US.USD_EUR.LEV.5B
,"United States, Exchange rate USD against EUR, Level - BIS"
Collection:,Average of observations through period (A)
Period\Unit:,[US dollar ]
1979-05-21,1.3111
1979-05-18,1.3131
1979-05-17,1.3226
1979-05-16,1.3238
1979-05-15,1.3238
1979-05-14,1.3267
1979-05-11,1.3273
1979-05-10,1.3283
1979-05-09,1.3313
1979-05-08,1.3327
1979-05-07,1.3330
1979-05-04,1.3311
1979-05-03,1.3314
1979-05-02,1.3316
1979-04-30,1.3306
1979-04-27,1.3334
1979-04-26,1.3336
1979-04-25,1.3346
1979-04-24,1.3347
1979-04-23,1.3316
1979-04-20,1.3330
1979-04-19,1.3419
1979-04-18,1.3352
1979-04-17,1.3304
1979-04-12,1.3359
1979-04-11,1.3375
1979-04-10,1.3400
1979-04-09,1.3352
1979-04-06,1.3429
1979-04-05,1.3434
1979-04-04,1.3436
1979-04-03,1.3416
1979-04-02,1.3445
1979-03-30,1.3517
1979-03-29,1.3513
1979-03-28,1.3542
1979-03-27,1.3521
1979-03-26,1.3533
1979-03-23,1.3498
1979-03-22,1.3512
1979-03-21,1.3484
1979-03-20,1.3513
1979-03-19,1.3486
1979-03-16,1.3503
1979-03-15,1.3533
1979-03-14,1.3514
1979-03-13,1.3517
1979-03-12,1.3544
1979-03-09,1.3558
1979-03-08,1.3566
1979-03-07,1.3531
1979-03-06,1.3519
1979-03-05,1.3511
1979-03-02,1.3512
1979-03-01,1.3522
1979-02-28,1.3564
1979-02-27,1.3580
1979-02-26,1.3581
1979-02-23,1.3541
1979-02-22,1.3542
1979-02-21,1.3517
1979-02-20,1.3501
1979-02-19,1.3521
1979-02-16,1.3526
1979-02-15,1.3515
1979-02-14,1.3503
1979-02-13,1.3455
1979-02-12,1.3581
1979-02-09,1.3575
1979-02-08,1.3612
1979-02-07,1.3590
1979-02-06,1.3487
1979-02-05,1.3430
1979-02-02,1.3328
1979-02-01,1.3394
1979-01-31,1.3498
1979-01-30,1.3513
1979-01-29,1.3482
1979-01-26,1.3552
1979-01-25,1.3515
1979-01-24,1.3570
1979-01-23,1.3589
1979-01-22,1.3615
1979-01-19,1.3639
1979-01-18,1.3626
1979-01-17,1.3664
1979-01-16,1.3539
1979-01-15,1.3472
1979-01-12,1.3479
1979-01-11,1.3573
1979-01-10,1.3545
1979-01-09,1.3650
1979-01-08,1.3647
1979-01-05,1.3601
1979-01-04,1.3566
1979-01-03,1.3619
1979-01-02,1.3880
1978-12-29,1.3769
1978-12-28,1.3777
1978-12-27,1.3690
1978-12-22,1.3510
1978-12-21,1.3470
1978-12-20,1.3671
1978-12-19,1.3655
1978-12-18,1.3521
1978-12-15,1.3267
1978-12-14,1.3213
1978-12-13,1.3183
1978-12-12,1.3227
1978-12-11,1.3221
1978-12-08,1.3130
1978-12-07,1.3133
1978-12-06,1.3117
1978-12-05,1.3050
1978-12-04,1.3063
1978-12-01,1.3003
1978-11-30,1.3104
1978-11-29,1.3074
1978-11-28,1.3045
1978-11-27,1.3038
1978-11-24,1.3097
1978-11-23,1.3136
1978-11-22,1.3070
1978-11-21,1.3059
1978-11-20,1.3001
1978-11-17,1.3151
1978-11-16,1.3243
1978-11-15,1.3306
1978-11-14,1.3358
1978-11-13,1.3365
1978-11-10,1.3354
1978-11-09,1.3410
1978-11-08,1.3451
1978-11-07,1.3322
1978-11-06,1.3267
1978-11-03,1.3379
1978-11-02,1.3536
1978-10-31,1.4443
1978-10-30,1.4459
1978-10-27,1.4195
1978-10-26,1.4147
1978-10-25,1.3986
1978-10-24,1.3771
1978-10-23,1.3837
1978-10-20,1.3735
1978-10-19,1.3585
1978-10-18,1.3677
1978-10-17,1.3621
1978-10-16,1.3457
1978-10-13,1.3537
1978-10-12,1.3526
1978-10-11,1.3438
1978-10-10,1.3340
1978-10-09,1.3334
1978-10-06,1.3306
1978-10-05,1.3367
1978-10-04,1.3367
1978-10-03,1.3204
1978-10-02,1.3178
1978-09-29,1.3159
1978-09-28,1.3120
1978-09-27,1.3141
1978-09-26,1.3176
1978-09-25,1.3073
1978-09-22,1.3041
1978-09-21,1.3108
1978-09-20,1.3061
1978-09-19,1.2982
1978-09-18,1.2912
1978-09-15,1.2975
1978-09-14,1.2981
1978-09-13,1.2883
1978-09-12,1.2875
1978-09-11,1.2795
1978-09-08,1.2880
1978-09-07,1.2896
1978-09-06,1.2929
1978-09-05,1.2972
1978-09-04,1.3012
1978-09-01,1.2919
1978-08-31,1.2923
1978-08-30,1.2934
1978-08-29,1.2718
1978-08-28,1.2767
1978-08-25,1.2748
1978-08-24,1.2809
1978-08-23,1.2749
1978-08-22,1.2870
1978-08-21,1.2768
1978-08-18,1.3064
1978-08-17,1.2966
1978-08-16,1.3185
1978-08-11,1.3053
1978-08-10,1.2945
1978-08-09,1.2976
1978-08-08,1.2884
1978-08-07,1.2794
1978-08-04,1.2744
1978-08-03,1.2713
1978-08-02,1.2678
1978-08-01,1.2746
1978-07-31,1.2707
1978-07-28,1.2632
1978-07-27,1.2602
1978-07-26,1.2639
1978-07-25,1.2663
1978-07-24,1.2706
1978-07-20,1.2548
1978-07-19,1.2531
1978-07-18,1.2518
1978-07-17,1.2536
1978-07-14,1.2571
1978-07-13,1.2604
1978-07-12,1.2540
1978-07-11,1.2596
1978-07-10,1.2631
1978-07-07,1.2493
1978-07-06,1.2539
1978-07-05,1.2560
1978-07-04,1.2572
1978-07-03,1.2469
1978-06-30,1.2441
1978-06-29,1.2405
1978-06-28,1.2429
1978-06-27,1.2385
1978-06-26,1.2396
1978-06-23,1.2364
1978-06-22,1.2365
1978-06-21,1.2368
1978-06-20,1.2349
1978-06-19,1.2317
1978-06-16,1.2270
1978-06-15,1.2296
1978-06-14,1.2337
1978-06-13,1.2355
1978-06-12,1.2340
1978-06-09,1.2293
1978-06-08,1.2325
1978-06-07,1.2300
1978-06-06,1.2291
1978-06-05,1.2336
1978-06-02,1.2331
1978-06-01,1.2324
1978-05-31,1.2252
1978-05-30,1.2205
1978-05-29,1.2192
1978-05-26,1.2137
1978-05-25,1.2124
1978-05-24,1.2118
1978-05-23,1.2135
1978-05-22,1.2095
1978-05-19,1.2176
1978-05-18,1.2149
1978-05-17,1.2110
1978-05-16,1.2142
1978-05-12,1.2207
1978-05-11,1.2275
1978-05-10,1.2264
1978-05-09,1.2239
1978-05-08,1.2296
1978-05-05,1.2371
1978-05-03,1.2339
1978-05-02,1.2346
1978-04-27,1.2364
1978-04-26,1.2327
1978-04-25,1.2315
1978-04-24,1.2297
1978-04-21,1.2332
1978-04-20,1.2396
1978-04-19,1.2495
1978-04-18,1.2452
1978-04-17,1.2507
1978-04-14,1.2549
1978-04-13,1.2635
1978-04-12,1.2668
1978-04-11,1.2670
1978-04-10,1.2667
1978-04-07,1.2618
1978-04-06,1.2646
1978-04-05,1.2584
1978-04-04,1.2671
1978-04-03,1.2715
1978-03-31,1.2593
1978-03-30,1.2554
1978-03-29,1.2587
1978-03-28,1.2574
1978-03-23,1.2539
1978-03-22,1.2499
1978-03-21,1.2487
1978-03-20,1.2536
1978-03-17,1.2554
1978-03-16,1.2537
1978-03-15,1.2431
1978-03-14,1.2431
1978-03-13,1.2290
1978-03-10,1.2335
1978-03-09,1.2497
1978-03-08,1.2609
1978-03-07,1.2513
1978-03-06,1.2529
1978-03-03,1.2611
1978-03-02,1.2664
1978-03-01,1.2704
1978-02-28,1.2525
1978-02-27,1.2478
1978-02-24,1.2589
1978-02-23,1.2553
1978-02-22,1.2460
1978-02-21,1.2450
1978-02-20,1.2481
1978-02-17,1.2402
1978-02-16,1.2345
1978-02-15,1.2301
1978-02-14,1.2324
1978-02-13,1.2252
1978-02-10,1.2200
1978-02-09,1.2207
1978-02-08,1.2210
1978-02-07,1.2202
1978-02-06,1.2204
1978-02-03,1.2226
1978-02-02,1.2232
1978-02-01,1.2280
1978-01-31,1.2295
1978-01-30,1.2276
1978-01-27,1.2292
1978-01-26,1.2310
1978-01-25,1.2314
1978-01-24,1.2307
1978-01-23,1.2241
1978-01-20,1.2223
1978-01-19,1.2207
1978-01-18,1.2168
1978-01-17,1.2203
1978-01-16,1.2236
1978-01-13,1.2203
1978-01-12,1.2310
1978-01-11,1.2247
1978-01-10,1.2148
1978-01-09,1.2126
1978-01-06,1.2127
1978-01-05,1.2134
1978-01-04,1.2504
1978-01-03,1.2385
1978-01-02,1.2314
1977-12-30,1.2251
1977-12-29,1.2268
1977-12-28,1.2214
1977-12-27,1.2024
1977-12-23,1.2042
1977-12-22,1.1985
1977-12-21,1.2137
1977-12-20,1.2181
1977-12-19,1.2068
1977-12-16,1.2005
1977-12-15,1.1982
1977-12-14,1.2098
1977-12-13,1.1948
1977-12-12,1.1853
1977-12-09,1.1821
1977-12-08,1.1875
1977-12-07,1.1869
1977-12-06,1.1928
1977-12-05,1.1833
1977-12-02,1.1785
1977-12-01,1.1740
1977-11-30,1.1695
1977-11-29,1.1718
1977-11-28,1.1721
1977-11-25,1.1740
1977-11-24,1.1718
1977-11-23,1.1704
1977-11-22,1.1677
1977-11-21,1.1696
1977-11-18,1.1664
1977-11-17,1.1634
1977-11-16,1.1649
1977-11-15,1.1643
1977-11-14,1.1645
1977-11-10,1.1604
1977-11-09,1.1641
1977-11-08,1.1599
1977-11-07,1.1629
1977-11-04,1.1627
1977-11-03,1.1669
1977-11-02,1.1711
1977-10-31,1.1667
1977-10-28,1.1581
1977-10-27,1.1600
1977-10-26,1.1590
1977-10-25,1.1596
1977-10-24,1.1604
1977-10-21,1.1553
1977-10-20,1.1519
1977-10-19,1.1588
1977-10-18,1.1575
1977-10-17,1.1596
1977-10-14,1.1549
1977-10-13,1.1532
1977-10-12,1.1476
1977-10-11,1.1473
1977-10-10,1.1500
1977-10-07,1.1499
1977-10-06,1.1506
1977-10-05,1.1453
1977-10-04,1.1465
1977-10-03,1.1507
1977-09-30,1.1428
1977-09-29,1.1391
1977-09-28,1.1368
1977-09-27,1.1362
1977-09-26,1.1371
1977-09-23,1.1364
1977-09-22,1.1385
1977-09-21,1.1384
1977-09-20,1.1374
1977-09-19,1.1378
1977-09-16,1.1377
1977-09-15,1.1372
1977-09-14,1.1350
1977-09-13,1.1366
1977-09-12,1.1363
1977-09-09,1.1373
1977-09-08,1.1416
1977-09-07,1.1412
1977-09-06,1.1390
1977-09-05,1.1397
1977-09-02,1.1420
1977-09-01,1.1409
1977-08-31,1.1403
1977-08-30,1.1386
1977-08-29,1.1426
1977-08-26,1.1432
1977-08-25,1.1443
1977-08-24,1.1449
1977-08-23,1.1419
1977-08-22,1.1424
1977-08-19,1.1399
1977-08-18,1.1365
1977-08-17,1.1397
1977-08-16,1.1352
1977-08-12,1.1395
1977-08-11,1.1432
1977-08-10,1.1431
1977-08-09,1.1444
1977-08-08,1.1463
1977-08-05,1.1496
1977-08-04,1.1507
1977-08-03,1.1522
1977-08-02,1.1491
1977-08-01,1.1459
1977-07-29,1.1502
1977-07-28,1.1575
1977-07-27,1.1587
1977-07-26,1.1609
1977-07-25,1.1598
1977-07-20,1.1565
1977-07-19,1.1549
1977-07-18,1.1493
1977-07-15,1.1473
1977-07-14,1.1477
1977-07-13,1.1488
1977-07-12,1.1468
1977-07-11,1.1478
1977-07-08,1.1416
1977-07-07,1.1422
1977-07-06,1.1398
1977-07-05,1.1415
1977-07-04,1.1374
1977-07-01,1.1335
1977-06-30,1.1337
1977-06-29,1.1326
1977-06-28,1.1289
1977-06-27,1.1300
1977-06-24,1.1288
1977-06-23,1.1287
1977-06-22,1.1287
1977-06-21,1.1276
1977-06-20,1.1282
1977-06-17,1.1288
1977-06-16,1.1294
1977-06-15,1.1292
1977-06-14,1.1293
1977-06-13,1.1296
1977-06-10,1.1290
1977-06-09,1.1294
1977-06-08,1.1292
1977-06-07,1.1289
1977-06-06,1.1302
1977-06-03,1.1303
1977-06-02,1.1308
1977-06-01,1.1290
1977-05-31,1.1298
1977-05-27,1.1295
1977-05-26,1.1294
1977-05-25,1.1299
1977-05-24,1.1279
1977-05-23,1.1290
1977-05-18,1.1306
1977-05-17,1.1289
1977-05-16,1.1286
1977-05-13,1.1290
1977-05-12,1.1267
1977-05-11,1.1267
1977-05-10,1.1295
1977-05-09,1.1290
1977-05-06,1.1322
1977-05-05,1.1321
1977-05-04,1.1310
1977-05-03,1.1301
1977-05-02,1.1307
1977-04-29,1.1295
1977-04-28,1.1296
1977-04-27,1.1273
1977-04-26,1.1264
1977-04-25,1.1272
1977-04-22,1.1255
1977-04-21,1.1264
1977-04-20,1.1256
1977-04-19,1.1270
1977-04-18,1.1275
1977-04-15,1.1262
1977-04-14,1.1261
1977-04-13,1.1264
1977-04-12,1.1239
1977-04-07,1.1215
1977-04-06,1.1215
1977-04-05,1.1211
1977-04-04,1.1210
1977-04-01,1.1218
1977-03-31,1.1220
1977-03-30,1.1213
1977-03-29,1.1220
1977-03-28,1.1210
1977-03-25,1.1203
1977-03-24,1.1212
1977-03-23,1.1212
1977-03-22,1.1206
1977-03-21,1.1206
1977-03-18,1.1206
1977-03-17,1.1200
1977-03-16,1.1191
1977-03-15,1.1192
1977-03-14,1.1194
1977-03-11,1.1190
1977-03-10,1.1188
1977-03-09,1.1188
1977-03-08,1.1198
1977-03-07,1.1201
1977-03-04,1.1209
1977-03-03,1.1206
1977-03-02,1.1207
1977-03-01,1.1208
1977-02-28,1.1189
1977-02-25,1.1188
1977-02-24,1.1164
1977-02-23,1.1174
1977-02-22,1.1189
1977-02-21,1.1183
1977-02-18,1.1175
1977-02-17,1.1178
1977-02-16,1.1187
1977-02-15,1.1182
1977-02-14,1.1192
1977-02-11,1.1172
1977-02-10,1.1178
1977-02-09,1.1166
1977-02-08,1.1158
1977-02-07,1.1129
1977-02-04,1.1142
1977-02-03,1.1133
1977-02-02,1.1128
1977-02-01,1.1174
1977-01-31,1.1131
1977-01-28,1.1141
1977-01-27,1.1129
1977-01-26,1.1107
1977-01-25,1.1094
1977-01-24,1.1188
1977-01-21,1.1180
1977-01-20,1.1171
1977-01-19,1.1160
1977-01-18,1.1191
1977-01-17,1.1170
1977-01-14,1.1186
1977-01-13,1.1212
1977-01-12,1.1247
1977-01-11,1.1239
1977-01-10,1.1236
1977-01-07,1.1310
1977-01-06,1.1336
1977-01-05,1.1356
1977-01-04,1.1375
1977-01-03,1.1345
1976-12-31,1.1300
1976-12-30,1.1300
1976-12-29,1.1299
1976-12-28,1.1308
1976-12-27,1.1267
1976-12-24,1.1269
1976-12-23,1.1271
1976-12-22,1.1272
1976-12-21,1.1293
1976-12-20,1.1242
1976-12-17,1.1204
1976-12-16,1.1175
1976-12-15,1.1196
1976-12-14,1.1188
1976-12-13,1.1189
1976-12-10,1.1183
1976-12-09,1.1175
1976-12-08,1.1173
1976-12-07,1.1164
1976-12-06,1.1161
1976-12-03,1.1140
1976-12-02,1.1127
1976-12-01,1.1129
1976-11-30,1.1127
1976-11-29,1.1133
1976-11-26,1.1133
1976-11-25,1.1138
1976-11-24,1.1150
1976-11-23,1.1159
1976-11-22,1.1155
1976-11-19,1.1119
1976-11-18,1.1097
1976-11-17,1.1096
1976-11-16,1.1086
1976-11-15,1.1089
1976-11-12,1.1084
1976-11-10,1.1083
1976-11-09,1.1073
1976-11-08,1.1082
1976-11-05,1.1072
1976-11-04,1.1070
1976-11-03,1.1092
1976-11-02,1.1068
1976-11-01,1.1090
1976-10-29,1.1090
1976-10-28,1.1070
1976-10-27,1.1059
1976-10-26,1.1059
1976-10-25,1.1072
1976-10-22,1.1068
1976-10-21,1.1079
1976-10-20,1.1081
1976-10-19,1.1026
1976-10-18,1.1011
1976-10-15,1.1066
1976-10-14,1.1093
1976-10-13,1.1087
1976-10-12,1.1093
1976-10-11,1.1103
1976-10-08,1.1115
1976-10-07,1.1136
1976-10-06,1.1129
1976-10-05,1.1125
1976-10-04,1.1103
1976-10-01,1.1054
1976-09-30,1.1127
1976-09-29,1.1063
1976-09-28,1.1033
1976-09-27,1.1076
1976-09-24,1.1085
1976-09-23,1.1103
1976-09-22,1.1126
1976-09-21,1.1081
1976-09-20,1.1107
1976-09-17,1.1113
1976-09-16,1.1100
1976-09-15,1.1088
1976-09-14,1.1045
1976-09-13,1.1040
1976-09-10,1.1043
1976-09-09,1.1049
1976-09-08,1.1042
1976-09-07,1.1046
1976-09-06,1.1041
1976-09-03,1.1037
1976-09-02,1.1042
1976-09-01,1.1049
1976-08-31,1.1031
1976-08-30,1.1039
1976-08-27,1.1043
1976-08-26,1.1031
1976-08-25,1.1010
1976-08-24,1.1026
1976-08-23,1.1005
1976-08-20,1.1012
1976-08-19,1.1022
1976-08-18,1.1033
1976-08-17,1.1032
1976-08-16,1.0967
1976-08-13,1.0980
1976-08-12,1.0982
1976-08-11,1.0978
1976-08-10,1.0982
1976-08-09,1.0991
1976-08-06,1.0969
1976-08-05,1.1007
1976-08-04,1.1008
1976-08-03,1.1016
1976-08-02,1.1030
1976-07-30,1.1000
1976-07-29,1.0968
1976-07-28,1.0949
1976-07-27,1.0917
1976-07-26,1.0908
1976-07-23,1.0913
1976-07-22,1.0926
1976-07-21,1.0921
1976-07-20,1.0924
1976-07-19,1.0909
1976-07-16,1.0924
1976-07-15,1.0983
1976-07-14,1.0993
1976-07-13,1.0990
1976-07-12,1.0986
1976-07-09,1.0996
1976-07-08,1.1019
1976-07-07,1.1025
1976-07-06,1.1031
1976-07-05,1.1027
1976-07-02,1.1024
1976-07-01,1.1029
1976-06-30,1.1011
1976-06-29,1.1014
1976-06-28,1.1005
1976-06-25,1.0994
1976-06-24,1.1008
1976-06-23,1.0988
1976-06-22,1.0985
1976-06-21,1.0978
1976-06-18,1.0991
1976-06-17,1.1002
1976-06-16,1.1016
1976-06-15,1.0991
1976-06-14,1.1001
1976-06-11,1.0987
1976-06-10,1.0977
1976-06-09,1.1008
1976-06-08,1.1004
1976-06-04,1.0935
1976-06-03,1.0910
1976-06-02,1.0918
1976-06-01,1.0942
1976-05-31,1.0957
1976-05-28,1.0988
1976-05-26,1.1015
1976-05-25,1.1043
1976-05-24,1.1015
1976-05-21,1.1007
1976-05-20,1.1083
1976-05-19,1.1046
1976-05-18,1.1022
1976-05-17,1.1047
1976-05-14,1.1110
1976-05-13,1.1136
1976-05-12,1.1144
1976-05-11,1.1165
1976-05-10,1.1194
1976-05-07,1.1140
1976-05-06,1.1122
1976-05-05,1.1081
1976-05-04,1.1090
1976-05-03,1.1126
1976-04-30,1.1125
1976-04-29,1.1141
1976-04-28,1.1104
1976-04-27,1.1104
1976-04-26,1.1088
1976-04-23,1.1105
1976-04-22,1.1096
1976-04-21,1.1140
1976-04-20,1.1156
1976-04-15,1.1165
1976-04-14,1.1154
1976-04-13,1.1102
1976-04-12,1.1086
1976-04-09,1.1142
1976-04-08,1.1170
1976-04-07,1.1173
1976-04-06,1.1188
1976-04-05,1.1188
1976-04-02,1.1200
1976-04-01,1.1246
1976-03-31,1.1262
1976-03-30,1.1236
1976-03-29,1.1207
1976-03-26,1.1235
1976-03-25,1.1256
1976-03-24,1.1251
1976-03-23,1.1225
1976-03-22,1.1202
1976-03-19,1.1226
1976-03-18,1.1202
1976-03-17,1.1126
1976-03-16,1.1160
1976-03-15,1.1209
1976-03-12,1.1317
1976-03-11,1.1297
1976-03-10,1.1371
1976-03-09,1.1374
1976-03-08,1.1399
1976-03-05,1.1417
1976-03-04,1.1473
1976-03-03,1.1494
1976-03-02,1.1494
1976-03-01,1.1543
1976-02-27,1.1553
1976-02-26,1.1554
1976-02-25,1.1544
1976-02-24,1.1517
1976-02-23,1.1540
1976-02-20,1.1565
1976-02-19,1.1590
1976-02-18,1.1582
1976-02-17,1.1551
1976-02-16,1.1603
1976-02-13,1.1607
1976-02-12,1.1620
1976-02-11,1.1629
1976-02-10,1.1590
1976-02-09,1.1620
1976-02-06,1.1593
1976-02-05,1.1613
1976-02-04,1.1587
1976-02-03,1.1570
1976-02-02,1.1555
1976-01-30,1.1556
1976-01-29,1.1555
1976-01-28,1.1585
1976-01-27,1.1578
1976-01-26,1.1575
1976-01-23,1.1552
1976-01-22,1.1512
1976-01-21,1.1616
1976-01-20,1.1676
1976-01-19,1.1687
1976-01-16,1.1682
1976-01-15,1.1701
1976-01-14,1.1682
1976-01-13,1.1669
1976-01-12,1.1723
1976-01-09,1.1701
1976-01-08,1.1737
1976-01-07,1.1727
1976-01-06,1.1719
1976-01-05,1.1681
1976-01-02,1.1644
1975-12-31,1.1653
1975-12-30,1.1627
1975-12-29,1.1655
1975-12-24,1.1694
1975-12-23,1.1679
1975-12-22,1.1677
1975-12-19,1.1651
1975-12-18,1.1665
1975-12-17,1.1626
1975-12-16,1.1608
1975-12-15,1.1610
1975-12-12,1.1632
1975-12-11,1.1656
1975-12-10,1.1645
1975-12-09,1.1659
1975-12-08,1.1672
1975-12-05,1.1677
1975-12-04,1.1694
1975-12-03,1.1693
1975-12-02,1.1676
1975-12-01,1.1639
1975-11-28,1.1637
1975-11-27,1.1688
1975-11-26,1.1707
1975-11-25,1.1744
1975-11-24,1.1733
1975-11-21,1.1766
1975-11-20,1.1768
1975-11-19,1.1729
1975-11-18,1.1722
1975-11-17,1.1744
1975-11-14,1.1785
1975-11-13,1.1896
1975-11-12,1.1863
1975-11-11,1.1883
1975-11-10,1.1892
1975-11-07,1.1908
1975-11-06,1.1863
1975-11-05,1.1892
1975-11-04,1.1913
1975-11-03,1.1951
1975-10-31,1.1951
1975-10-30,1.1937
1975-10-29,1.1853
1975-10-28,1.1866
1975-10-27,1.1932
1975-10-24,1.1920
1975-10-23,1.1933
1975-10-22,1.1935
1975-10-21,1.1852
1975-10-20,1.1915
1975-10-17,1.1877
1975-10-16,1.1836
1975-10-15,1.1801
1975-10-14,1.1776
1975-10-13,1.1858
1975-10-10,1.1809
1975-10-09,1.1718
1975-10-08,1.1728
1975-10-07,1.1752
1975-10-06,1.1640
1975-10-03,1.1617
1975-10-02,1.1675
1975-10-01,1.1635
1975-09-30,1.1545
1975-09-29,1.1489
1975-09-26,1.1543
1975-09-25,1.1528
1975-09-24,1.1524
1975-09-23,1.1452
1975-09-22,1.1607
1975-09-19,1.1662
1975-09-18,1.1688
1975-09-17,1.1729
1975-09-16,1.1805
1975-09-15,1.1831
1975-09-12,1.1857
1975-09-11,1.1880
1975-09-10,1.1904
1975-09-09,1.1922
1975-09-08,1.1901
1975-09-05,1.1911
1975-09-04,1.1921
1975-09-03,1.1943
1975-09-02,1.1882
1975-09-01,1.1896
1975-08-29,1.1909
1975-08-28,1.1934
1975-08-27,1.1940
1975-08-26,1.1910
1975-08-25,1.1930
1975-08-22,1.1986
1975-08-21,1.1964
1975-08-20,1.2040
1975-08-19,1.1972
1975-08-18,1.1950
1975-08-14,1.1930
1975-08-13,1.1895
1975-08-12,1.1914
1975-08-11,1.1883
1975-08-08,1.1916
1975-08-07,1.1927
1975-08-06,1.2001
1975-08-05,1.2020
1975-08-04,1.1958
1975-08-01,1.1982
1975-07-31,1.1972
1975-07-30,1.2033
1975-07-29,1.2040
1975-07-28,1.2153
1975-07-25,1.2187
1975-07-24,1.2167
1975-07-23,1.2141
1975-07-22,1.2283
1975-07-21,1.2225
1975-07-18,1.2286
1975-07-17,1.2379
1975-07-16,1.2367
1975-07-15,1.2489
1975-07-14,1.2479
1975-07-11,1.2550
1975-07-10,1.2583
1975-07-09,1.2683
1975-07-08,1.2658
1975-07-07,1.2614
1975-07-04,1.2683
1975-07-03,1.2684
1975-07-02,1.2749
1975-07-01,1.2813
1975-06-30,1.2843
1975-06-27,1.2923
1975-06-26,1.2957
1975-06-25,1.3006
1975-06-24,1.2973
1975-06-23,1.3005
1975-06-20,1.3027
1975-06-19,1.3026
1975-06-18,1.3043
1975-06-17,1.3064
1975-06-16,1.3065
1975-06-13,1.3056
1975-06-12,1.3053
1975-06-11,1.3058
1975-06-10,1.3049
1975-06-09,1.3014
1975-06-06,1.3071
1975-06-05,1.3065
1975-06-04,1.3089
1975-06-03,1.3089
1975-06-02,1.3032
1975-05-30,1.3004
1975-05-29,1.3099
1975-05-28,1.3119
1975-05-27,1.3108
1975-05-26,1.3169
1975-05-23,1.3106
1975-05-22,1.3095
1975-05-21,1.3048
1975-05-20,1.3004
1975-05-16,1.2992
1975-05-15,1.2984
1975-05-14,1.3063
1975-05-13,1.3050
1975-05-12,1.2947
1975-05-09,1.2985
1975-05-07,1.2963
1975-05-06,1.2941
1975-05-05,1.2914
1975-05-02,1.2876
1975-04-30,1.2899
1975-04-29,1.2870
1975-04-28,1.2821
1975-04-25,1.2882
1975-04-24,1.2932
1975-04-23,1.2906
1975-04-22,1.2851
1975-04-21,1.2845
1975-04-18,1.2880
1975-04-17,1.2842
1975-04-16,1.2834
1975-04-15,1.2807
1975-04-14,1.2781
1975-04-11,1.2836
1975-04-10,1.2840
1975-04-09,1.2913
1975-04-08,1.2886
1975-04-07,1.2897
1975-04-04,1.2902
1975-04-03,1.2964
1975-04-02,1.3040
1975-04-01,1.2986
1975-03-27,1.2994
1975-03-26,1.3022
1975-03-25,1.3022
1975-03-24,1.3035
1975-03-21,1.3089
1975-03-20,1.3106
1975-03-19,1.3139
1975-03-18,1.3106
1975-03-17,1.3074
1975-03-14,1.3049
1975-03-13,1.3042
1975-03-12,1.3100
1975-03-11,1.3060
1975-03-10,1.2971
1975-03-07,1.3069
1975-03-06,1.3178
1975-03-05,1.3142
1975-03-04,1.3174
1975-03-03,1.3244
1975-02-28,1.3182
1975-02-27,1.3202
1975-02-26,1.3129
1975-02-25,1.3146
1975-02-24,1.3064
1975-02-21,1.2998
1975-02-20,1.2941
1975-02-19,1.2940
1975-02-18,1.2931
1975-02-17,1.2957
1975-02-14,1.2933
1975-02-13,1.2890
1975-02-12,1.2823
1975-02-11,1.2830
1975-02-10,1.2800
1975-02-07,1.2736
1975-02-06,1.2683
1975-02-05,1.2689
1975-02-04,1.2699
1975-02-03,1.2929
1975-01-31,1.2843
1975-01-30,1.2888
1975-01-29,1.2784
1975-01-28,1.3012
1975-01-27,1.2965
1975-01-24,1.2928
1975-01-23,1.2906
1975-01-22,1.2847
1975-01-21,1.2771
1975-01-20,1.2664
1975-01-17,1.2661
1975-01-16,1.2645
1975-01-15,1.2566
1975-01-14,1.2595
1975-01-13,1.2637
1975-01-10,1.2656
1975-01-09,1.2610
1975-01-08,1.2669
1975-01-07,1.2662
1975-01-06,1.2590
1975-01-03,1.2564
1975-01-02,1.2494
1974-12-31,1.2574
1974-12-30,1.2550
1974-12-27,1.2472
1974-12-26,1.2436
1974-12-24,1.2408
1974-12-23,1.2381
1974-12-20,1.2372
1974-12-19,1.2353
1974-12-18,1.2447
1974-12-17,1.2413
1974-12-16,1.2329
1974-12-13,1.2302
1974-12-12,1.2358
1974-12-11,1.2323
1974-12-10,1.2254
1974-12-09,1.2303
1974-12-06,1.2228
1974-12-05,1.2209
1974-12-04,1.2208
1974-12-03,1.2134
1974-12-02,1.2160
1974-11-29,1.2217
1974-11-28,1.2218
1974-11-27,1.2224
1974-11-26,1.2228
1974-11-25,1.2162
1974-11-22,1.2177
1974-11-21,1.2060
1974-11-20,1.2158
1974-11-19,1.2204
1974-11-18,1.2187
1974-11-15,1.2130
1974-11-14,1.2046
1974-11-13,1.1973
1974-11-12,1.2020
1974-11-11,1.2028
1974-11-08,1.2028
1974-11-07,1.2072
1974-11-06,1.2065
1974-11-05,1.2068
1974-11-04,1.2041
1974-10-31,1.1987
1974-10-30,1.1994
1974-10-29,1.1997
1974-10-28,1.1980
1974-10-25,1.1999
1974-10-24,1.1979
1974-10-23,1.1976
1974-10-22,1.1933
1974-10-21,1.1926
1974-10-18,1.1951
